date,state,district,pincode,enrol_0_5,enrol_5_17,enrol_18_plus,bio_update_child,bio_update_adult,demo_update_child,demo_update_adult,suspicion_score
2025-11-11,Odisha,Jharsuguda,768213,2.0,0.0,0.0,7.0,5.0,1.0,9.0,5.0
2025-12-08,Karnataka,Vijayanagara,583214,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0
2025-10-15,Tamil Nadu,Vellore,635654,0.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0
2025-10-17,Karnataka,Davanagere,577552,1.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0
2025-12-13,Odisha,Sambalpur,768222,0.0,0.0,0.0,1.0,2.0,1.0,14.0,2.0
2025-11-27,Maharashtra,Pune,411043,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0
2025-12-07,Uttar Pradesh,Pratapgarh,230139,0.0,0.0,0.0,10.0,13.0,1.0,18.0,13.0
2025-12-20,Telangana,Medak,502286,0.0,0.0,0.0,7.0,3.0,0.0,0.0,3.0
2025-12-11,Karnataka,Chitradurga,577535,0.0,0.0,0.0,18.0,22.0,2.0,11.0,22.0
2025-11-19,Odisha,Jajapur,755015,0.0,0.0,0.0,2.0,6.0,0.0,4.0,6.0
2025-10-17,Uttar Pradesh,Mainpuri,205142,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-09-13,Kerala,Alappuzha,688536,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2025-10-18,Andhra Pradesh,Mahabub Nagar,509350,0.0,0.0,0.0,1.0,2.0,0.0,6.0,2.0
2025-12-14,Telangana,Warangal,506135,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-12-22,Tamil Nadu,Coimbatore,641302,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2025-12-14,Uttar Pradesh,Hardoi,241201,0.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0
2025-12-04,Karnataka,Gulbarga,585325,0.0,0.0,0.0,2.0,7.0,3.0,4.0,7.0
2025-09-25,Maharashtra,Hingoli,431703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-29,Karnataka,Bagalkot,587117,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0
2025-11-16,Maharashtra,Kolhapur,416107,2.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0
2025-12-15,Assam,Udalguri,784115,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-11-09,Telangana,K.v. Rangareddy,509202,0.0,1.0,0.0,2.0,1.0,1.0,6.0,1.0
2025-11-11,Karnataka,Belgaum,591316,0.0,0.0,0.0,0.0,5.0,0.0,2.0,5.0
2025-10-13,Tamil Nadu,Kancheepuram,600045,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2025-11-06,Karnataka,Belgaum,591103,0.0,0.0,0.0,1.0,3.0,1.0,7.0,3.0
2025-10-16,West Bengal,Murshidabad,742137,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0
2025-09-22,Chhattisgarh,Korba,495674,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-28,Himachal Pradesh,Hamirpur,174312,0.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0
2025-12-22,West Bengal,Barddhaman,713157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-11-25,Maharashtra,Gondiya,441916,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-04,Telangana,Narayanpet,509208,5.0,1.0,0.0,0.0,0.0,2.0,44.0,0.0
2025-09-03,Uttar Pradesh,Hathras,202170,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2025-09-15,Telangana,Karimnagar,505452,2.0,0.0,0.0,2.0,2.0,0.0,12.0,2.0
2025-12-24,Kerala,Thiruvananthapuram,695015,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-12-04,Kerala,Thrissur,680591,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2025-09-17,West Bengal,Maldah,732127,0.0,0.0,0.0,1.0,3.0,0.0,6.0,3.0
2025-12-16,West Bengal,Bardhaman,713361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-09-04,West Bengal,Hooghly,712410,6.0,1.0,0.0,8.0,24.0,0.0,76.0,24.0
2025-09-11,Karnataka,Chitradurga,577501,3.0,0.0,0.0,8.0,17.0,0.0,0.0,17.0
2025-09-06,Andhra Pradesh,Hyderabad,500057,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2025-11-15,Telangana,Peddapalli,505525,4.0,0.0,0.0,2.0,1.0,0.0,9.0,1.0
2025-12-18,Madhya Pradesh,Bhopal,462011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-11-08,Maharashtra,Raigarh,402120,0.0,0.0,0.0,9.0,11.0,0.0,11.0,11.0
2025-10-13,Karnataka,Chitradurga,577524,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-09-23,Andhra Pradesh,Mahbubnagar,509102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-16,Kerala,Kollam,691332,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0
2025-09-14,Bihar,Bhojpur,802152,0.0,1.0,0.0,0.0,0.0,2.0,17.0,0.0
2025-11-18,West Bengal,Jalpaiguri,734015,3.0,0.0,0.0,2.0,10.0,1.0,15.0,10.0
2025-09-12,Karnataka,Dharwad,580029,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0
2025-10-26,Madhya Pradesh,Bhopal,462043,6.0,0.0,0.0,8.0,18.0,2.0,14.0,18.0
2025-11-02,Bihar,Jamui,811312,1.0,0.0,0.0,14.0,14.0,2.0,12.0,14.0
2025-10-17,Himachal Pradesh,Shimla,171219,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
2025-11-25,Odisha,Angul,759126,5.0,0.0,0.0,14.0,12.0,0.0,3.0,12.0
2025-12-18,Bihar,Gaya,824211,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
2025-10-25,Telangana,Mahabubnagar,509208,5.0,2.0,0.0,41.0,14.0,3.0,0.0,14.0
2025-12-27,Bihar,Bhojpur,802203,3.0,12.0,0.0,9.0,21.0,2.0,39.0,21.0
2025-09-01,Karnataka,Shivamogga,577428,0.0,0.0,0.0,7.0,3.0,2.0,6.0,3.0
2025-12-08,Karnataka,Bengaluru,560029,0.0,0.0,0.0,1.0,6.0,3.0,22.0,6.0
2025-09-16,Telangana,Vikarabad,501101,5.0,3.0,0.0,13.0,2.0,5.0,63.0,2.0
2025-12-31,Odisha,Khorda,752100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-12,Andhra Pradesh,Chittoor,517247,0.0,0.0,0.0,13.0,20.0,7.0,45.0,20.0
2025-09-18,Goa,South Goa,403703,1.0,0.0,0.0,5.0,7.0,0.0,3.0,7.0
2025-11-05,Kerala,Alappuzha,690110,0.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0
2025-11-11,Rajasthan,Baran,325223,0.0,0.0,0.0,3.0,5.0,1.0,6.0,5.0
2025-11-09,Kerala,Thrissur,680303,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-12-16,Jharkhand,Seraikela-Kharsawan,833101,0.0,0.0,0.0,7.0,5.0,1.0,12.0,5.0
2025-09-07,West Bengal,North 24 Parganas,700101,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2025-09-06,Uttarakhand,Dehradun,248197,12.0,2.0,0.0,56.0,29.0,0.0,0.0,29.0
2025-10-27,Jharkhand,Deoghar,815351,1.0,2.0,0.0,0.0,2.0,0.0,7.0,2.0
2025-11-28,Uttar Pradesh,Agra,282009,0.0,0.0,0.0,0.0,0.0,5.0,61.0,0.0
2025-12-07,Tamil Nadu,Thanjavur,613204,0.0,0.0,0.0,4.0,1.0,3.0,4.0,1.0
2025-12-29,West Bengal,Darjeeling,734221,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2025-09-09,Orissa,Baleshwar,756036,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0
2025-09-22,Chhattisgarh,Surajpur,497331,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-16,Andhra Pradesh,Ananthapur,515231,0.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0
2025-11-26,Karnataka,Dharwad,582201,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
2025-10-21,Punjab,Shaheed Bhagat Singh Nagar,144514,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2025-10-24,Uttarakhand,Pauri Garhwal,246193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-12-10,Punjab,Gurdaspur,143511,0.0,0.0,0.0,6.0,13.0,1.0,11.0,13.0
2025-11-04,Maharashtra,Gondia,441901,0.0,0.0,0.0,0.0,5.0,0.0,2.0,5.0
2025-12-01,Uttarakhand,Dehradun,248002,0.0,0.0,0.0,21.0,6.0,2.0,19.0,6.0
2025-09-11,Odisha,Jajapur,755013,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0
2025-05-01,Haryana,Jhajjar,124507,0.0,0.0,0.0,600.0,946.0,0.0,0.0,946.0
2025-11-16,Gujarat,Anand,388625,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
2025-12-15,Tamil Nadu,Tirunelveli,627105,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0
2025-12-11,Jharkhand,Palamu,822116,0.0,0.0,0.0,31.0,32.0,0.0,0.0,32.0
2025-12-20,Karnataka,Kalaburagi,585302,0.0,0.0,0.0,8.0,3.0,0.0,0.0,3.0
2025-10-16,Tamil Nadu,Viluppuram,605111,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-11-04,Odisha,Khordha,752057,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2025-12-23,Andhra Pradesh,Rangareddi,501218,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-10,West Bengal,South Twenty Four Parganas,743318,1.0,3.0,0.0,3.0,5.0,0.0,51.0,5.0
2025-10-15,Maharashtra,Palghar,421312,5.0,1.0,0.0,3.0,5.0,0.0,0.0,5.0
2025-11-19,Tamil Nadu,Kallakurichi,606104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-09-18,Andhra Pradesh,Nellore,524405,1.0,0.0,0.0,1.0,6.0,1.0,6.0,6.0
2025-12-08,Uttar Pradesh,Faizabad,225402,0.0,0.0,0.0,28.0,13.0,0.0,33.0,13.0
2025-11-10,West Bengal,Jalpaiguri,735138,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-11-16,Uttar Pradesh,Agra,282009,3.0,4.0,0.0,92.0,14.0,0.0,0.0,14.0
2025-11-14,Andhra Pradesh,Vizianagaram,535240,0.0,0.0,0.0,8.0,0.0,1.0,3.0,0.0
2025-10-28,West Bengal,Barddhaman,713142,0.0,0.0,0.0,1.0,1.0,0.0,17.0,1.0
2025-10-16,Kerala,Ernakulam,686692,0.0,0.0,0.0,1.0,6.0,0.0,6.0,6.0
2025-12-13,Kerala,Malappuram,676102,0.0,0.0,0.0,6.0,7.0,4.0,12.0,7.0
2025-12-10,Himachal Pradesh,Chamba,176318,0.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0
2025-12-20,Jharkhand,Garhwa,822121,0.0,0.0,0.0,10.0,11.0,2.0,25.0,11.0
2025-09-23,Bihar,Aurangabad,824143,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-09,Bihar,Saran,841218,2.0,0.0,0.0,2.0,6.0,1.0,5.0,6.0
2025-11-28,Delhi,West Delhi,110027,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0
2025-12-05,West Bengal,Murshidabad,742405,0.0,0.0,0.0,2.0,8.0,1.0,18.0,8.0
2025-12-22,Uttar Pradesh,Mahoba,210433,21.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
2025-11-18,Delhi,South West Delhi,110037,3.0,0.0,0.0,26.0,11.0,0.0,0.0,11.0
2025-12-21,Bihar,Samastipur,848302,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0
2025-09-24,Haryana,Faridabad,121005,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-08,Andhra Pradesh,Y. S. R,516216,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-10-31,Tamil Nadu,Thoothukkudi,628502,7.0,1.0,0.0,31.0,18.0,0.0,0.0,18.0
2025-11-03,Chhattisgarh,Jashpur,496242,0.0,0.0,0.0,85.0,16.0,5.0,22.0,16.0
2025-09-17,Maharashtra,Mumbai,400013,0.0,0.0,0.0,7.0,5.0,2.0,9.0,5.0
2025-12-06,Uttar Pradesh,Kanpur Nagar,208007,0.0,0.0,0.0,10.0,14.0,0.0,0.0,14.0
2025-09-09,Jammu and Kashmir,Jammu,181204,0.0,1.0,0.0,8.0,5.0,0.0,6.0,5.0
2025-12-21,Uttar Pradesh,Chitrakoot,210207,13.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
2025-11-19,Haryana,Rohtak,124513,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-12-10,Karnataka,Chikkamagaluru,577175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2025-10-24,Uttar Pradesh,Kasganj,207124,1.0,0.0,0.0,8.0,10.0,0.0,0.0,10.0
2025-11-14,Uttar Pradesh,Hardoi,241301,8.0,3.0,0.0,18.0,13.0,7.0,40.0,13.0
2025-09-14,Jharkhand,Dhanbad,828121,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
2025-09-26,Jharkhand,Hazaribagh,825301,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-02,Uttar Pradesh,Jaunpur,222203,0.0,0.0,0.0,35.0,22.0,0.0,0.0,22.0
2025-09-15,Tamil Nadu,Erode,638503,1.0,1.0,0.0,0.0,17.0,0.0,0.0,17.0
2025-11-09,Himachal Pradesh,Solan,173208,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2025-12-03,Karnataka,Dakshina Kannada,575006,0.0,0.0,0.0,2.0,4.0,3.0,12.0,4.0
2025-09-11,Maharashtra,Buldana,443204,1.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0
2025-07-01,Tamil Nadu,Erode,638107,0.0,0.0,0.0,62.0,187.0,0.0,0.0,187.0
2025-09-25,Karnataka,Dharwad,580006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17,Madhya Pradesh,Indore,452005,2.0,1.0,0.0,23.0,23.0,4.0,17.0,23.0
2025-09-04,Chandigarh,Chandigarh,160036,3.0,1.0,1.0,17.0,18.0,11.0,63.0,9.0
2025-07-01,Andhra Pradesh,Guntur,522257,0.0,0.0,0.0,24.0,26.0,0.0,0.0,26.0
2025-09-23,Gujarat,Mahesana,384340,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-25,Uttar Pradesh,Lucknow,226024,1.0,0.0,0.0,6.0,4.0,0.0,0.0,4.0
2025-09-22,Odisha,Sonapur,767045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01,Uttarakhand,Nainital,263132,0.0,0.0,0.0,263.0,274.0,71.0,709.0,274.0
2025-12-31,Telangana,Karimnagar,505303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-05,Karnataka,Bengaluru,560010,0.0,0.0,0.0,5.0,10.0,1.0,4.0,10.0
2025-10-30,Andhra Pradesh,Anantapur,515501,2.0,0.0,0.0,4.0,3.0,8.0,4.0,3.0
2025-12-15,Maharashtra,Bhandara,441702,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-12-07,Uttar Pradesh,Deoria,274702,0.0,0.0,0.0,27.0,25.0,8.0,36.0,25.0
2025-09-05,Telangana,K.v. Rangareddy,501511,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-10-31,Punjab,Barnala,148024,2.0,0.0,0.0,7.0,3.0,0.0,4.0,3.0
2025-11-06,Rajasthan,Rajsamand,313330,1.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0
2025-12-10,Kerala,Malappuram,679584,0.0,0.0,0.0,2.0,3.0,1.0,6.0,3.0
2025-10-19,Telangana,Warangal,506132,1.0,1.0,0.0,13.0,5.0,4.0,8.0,5.0
2025-03-01,Karnataka,Ballari,583101,0.0,0.0,0.0,307.0,247.0,150.0,703.0,247.0
2025-11-19,Maharashtra,Sindhudurg,416549,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0
2025-11-27,Maharashtra,Mumbai,400005,0.0,0.0,0.0,0.0,0.0,2.0,34.0,0.0
2025-09-22,Uttar Pradesh,Rae Bareli,229204,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-26,Meghalaya,East Garo Hills,794002,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2025-10-28,Kerala,Thrissur,680524,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2025-12-28,Rajasthan,Ajmer,305812,0.0,3.0,0.0,0.0,3.0,3.0,2.0,3.0
2025-09-04,Karnataka,Bidar,585417,0.0,1.0,0.0,0.0,3.0,1.0,6.0,3.0
2025-12-25,Bihar,Patna,801304,0.0,1.0,0.0,9.0,2.0,0.0,10.0,2.0
2025-12-27,Karnataka,Belgaum,591173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2025-11-08,Kerala,Kasargod,671318,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2025-06-01,Kerala,Alappuzha,689572,0.0,0.0,0.0,49.0,36.0,0.0,0.0,36.0
2025-11-27,Gujarat,Navsari,396475,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2025-12-18,Maharashtra,Ratnagiri,415804,0.0,0.0,0.0,1.0,6.0,1.0,2.0,6.0
2025-09-12,West Bengal,Murshidabad,742306,6.0,1.0,0.0,7.0,7.0,0.0,0.0,7.0
2025-09-22,Uttar Pradesh,Ghazipur,233310,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-11,Telangana,Hyderabad,500091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-09-05,Odisha,Jajapur,755003,0.0,0.0,0.0,3.0,4.0,0.0,9.0,4.0
2025-10-17,Telangana,Rajanna Sircilla,505402,3.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0
2025-12-09,Karnataka,Udupi,576201,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2025-12-26,Maharashtra,Kolhapur,416220,1.0,0.0,0.0,8.0,5.0,0.0,10.0,5.0
2025-11-18,Andhra Pradesh,Guntur,522315,1.0,0.0,0.0,20.0,1.0,5.0,5.0,1.0
2025-12-25,Andhra Pradesh,Prakasam,523367,0.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0
2025-11-11,Andhra Pradesh,Nizamabad,503144,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2025-12-19,Uttar Pradesh,Sant Ravidas Nagar,221310,0.0,0.0,0.0,9.0,7.0,3.0,20.0,7.0
2025-12-22,Uttar Pradesh,Bulandshahr,203412,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-09-04,Telangana,Medchal-malkajgiri,500078,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-11-04,Madhya Pradesh,Bhopal,462420,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0
2025-09-16,Odisha,Sambalpur,768026,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2025-06-01,Andhra Pradesh,Hyderabad,500001,0.0,0.0,0.0,64.0,236.0,0.0,0.0,236.0
2025-09-05,Assam,Sibsagar,785683,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-09-22,Andhra Pradesh,Alluri Sitharama Raju,533288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-18,Andhra Pradesh,Anakapalli,531034,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2025-10-15,Tamil Nadu,Nagapattinam,612201,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2025-09-18,Chhattisgarh,Korba,495450,1.0,0.0,0.0,19.0,11.0,2.0,18.0,11.0
2025-11-14,Tamil Nadu,Tiruvallur,600120,2.0,0.0,0.0,3.0,3.0,0.0,16.0,3.0
2025-10-30,Andhra Pradesh,West Godavari,534301,2.0,0.0,0.0,31.0,16.0,0.0,0.0,16.0
2025-10-17,West Bengal,Purba Bardhaman,713127,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2025-09-27,Haryana,Rohtak,124501,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-02,Delhi,South Delhi,110017,10.0,5.0,1.0,14.0,20.0,2.0,20.0,10.0
2025-12-05,Karnataka,Yadgir,585287,0.0,0.0,0.0,9.0,11.0,0.0,6.0,11.0
2025-09-12,Andhra Pradesh,Srikakulam,532459,0.0,0.0,0.0,0.0,3.0,0.0,14.0,3.0
2025-12-05,Gujarat,Surat,394635,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
2025-11-07,Tamil Nadu,Vellore,635601,2.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0
2025-09-13,Kerala,Idukki,685535,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2025-10-15,Tamil Nadu,Thoothukkudi,628204,1.0,0.0,0.0,2.0,0.0,2.0,11.0,0.0
2025-10-13,Goa,South Goa,403709,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2025-12-07,Andhra Pradesh,Prakasam,523183,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0
2025-12-21,Madhya Pradesh,Sagar,470339,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
2025-10-13,Telangana,Hyderabad,500018,2.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0
2025-09-20,Uttar Pradesh,Bahraich,271824,3.0,11.0,0.0,68.0,4.0,7.0,37.0,4.0
2025-11-18,Gujarat,Patan,385340,8.0,5.0,0.0,18.0,21.0,0.0,0.0,21.0
2025-12-27,Tamil Nadu,Tiruppur,638660,1.0,0.0,0.0,10.0,5.0,1.0,6.0,5.0
2025-12-29,Uttarakhand,Pauri Garhwal,246167,0.0,0.0,0.0,1.0,2.0,0.0,7.0,2.0
2025-10-25,Tamil Nadu,Thoothukkudi,628102,2.0,0.0,0.0,4.0,6.0,0.0,0.0,6.0
2025-12-29,Bihar,Darbhanga,847302,2.0,0.0,0.0,33.0,12.0,2.0,30.0,12.0
2025-12-16,Bihar,Banka,813121,0.0,0.0,0.0,1.0,3.0,1.0,5.0,3.0
2025-12-27,Andhra Pradesh,Nellore,524230,2.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0
2025-12-11,Tamil Nadu,Villupuram,604151,0.0,0.0,0.0,9.0,2.0,0.0,0.0,2.0
2025-09-18,Kerala,Thiruvananthapuram,695541,1.0,0.0,0.0,7.0,9.0,0.0,21.0,9.0
2025-11-06,Uttar Pradesh,Unnao,209841,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-11-01,Andhra Pradesh,Anantapur,515124,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
2025-10-28,Andhra Pradesh,Ananthapuramu,515872,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0
2025-12-25,Karnataka,Dakshina Kannada,574153,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
2025-12-09,Madhya Pradesh,Khandwa,450991,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0
2025-10-30,Gujarat,Jamnagar,361310,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0
2025-11-13,Rajasthan,Ajmer,305023,2.0,1.0,0.0,10.0,10.0,1.0,14.0,10.0
2025-12-11,Gujarat,Surendra Nagar,363110,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0
2025-10-25,Andhra Pradesh,Adilabad,504209,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0
2025-11-13,Punjab,Faridkot,151208,0.0,0.0,0.0,2.0,4.0,0.0,1.0,4.0
2025-11-08,Uttar Pradesh,Mathura,281005,1.0,2.0,0.0,0.0,1.0,2.0,15.0,1.0
2025-11-19,Tamil Nadu,Dharmapuri,635205,2.0,2.0,0.0,10.0,5.0,3.0,16.0,5.0
2025-11-29,Andhra Pradesh,Guntur,522660,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
2025-09-01,Mizoram,Champhai,796261,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2025-09-26,Andhra Pradesh,Vizianagaram,535521,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-27,West Bengal,South Twenty Four Parganas,743351,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0
2025-11-03,Meghalaya,South Garo Hills,794005,0.0,0.0,0.0,2.0,1.0,0.0,10.0,1.0
2025-10-23,Andhra Pradesh,East Godavari,533223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-11-11,Assam,Sonitpur,784179,0.0,0.0,0.0,4.0,10.0,0.0,2.0,10.0
2025-12-10,Tripura,West Tripura,799205,0.0,0.0,0.0,29.0,11.0,1.0,31.0,11.0
2025-11-10,Rajasthan,Dungarpur,314030,5.0,10.0,0.0,16.0,28.0,6.0,51.0,28.0
2025-11-10,Uttar Pradesh,Prayagraj,212307,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
2025-11-07,Assam,Marigaon,782105,3.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0
2025-11-08,Maharashtra,Nashik,422105,0.0,0.0,0.0,7.0,21.0,0.0,5.0,21.0
2025-11-12,West Bengal,Nadia,741245,0.0,1.0,0.0,6.0,8.0,3.0,69.0,8.0
2025-12-21,Karnataka,Udupi,576124,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2025-12-10,Telangana,Mahabubnagar,509205,0.0,0.0,0.0,5.0,4.0,3.0,21.0,4.0
2025-07-01,Telangana,Kamareddy,503111,0.0,0.0,0.0,196.0,280.0,89.0,705.0,280.0
2025-03-01,Bihar,Kaimur (Bhabua),821104,0.0,0.0,0.0,225.0,467.0,16.0,280.0,467.0
2025-12-09,Andhra Pradesh,Ananthapur,515241,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2025-09-02,West Bengal,Birbhum,731127,5.0,1.0,0.0,7.0,15.0,0.0,0.0,15.0
2025-06-01,Madhya Pradesh,Satna,486445,0.0,0.0,0.0,68.0,38.0,0.0,0.0,38.0
2025-09-18,Karnataka,Bangalore,560017,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0
2025-10-15,West Bengal,South 24 Parganas,700099,0.0,2.0,0.0,3.0,2.0,0.0,4.0,2.0
2025-11-06,Kerala,Thrissur,680307,1.0,0.0,0.0,0.0,7.0,0.0,8.0,7.0
2025-09-06,Gujarat,Ahmadabad,382340,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
2025-09-04,Karnataka,Vijayapura,586213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-12-31,Uttar Pradesh,Gautam Buddha Nagar,201310,8.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-09-29,Bihar,East Champaran,845417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-01,Maharashtra,Solapur,413101,0.0,0.0,1.0,3.0,10.0,0.0,8.0,5.0
2025-12-20,Odisha,Dhenkanal,759021,0.0,0.0,0.0,4.0,1.0,2.0,6.0,1.0
